support,itemsets
0.0169394565390116,"['716', '714', '708', '711']"
0.0169394565390116,"['859', '715', '708', '712']"
0.016907675194660732,"['859', '707', '712']"
0.016907675194660732,"['712', '859', '708', '711']"
0.016875893850309867,"['715', '716', '714', '712']"
0.016875893850309867,"['715', '716', '714', '711']"
0.016875893850309867,"['715', '716', '714', '708']"
0.016875893850309867,"['712', '716', '714', '711']"
0.016844112505959002,"['859', '707', '715', '711']"
0.016844112505959002,"['859', '707', '715', '708']"
0.016812331161608136,"['715', '708', '711', '707', '716']"
0.016812331161608136,"['715', '708', '711', '716', '712']"
0.016812331161608136,"['859', '707', '708', '711']"
0.01678054981725727,"['715', '859', '708', '711', '712']"
0.01678054981725727,"['859', '707', '715', '712']"
0.016748768472906402,"['715', '708', '707', '716', '712']"
0.016748768472906402,"['712', '859', '707', '711']"
0.016748768472906402,"['859', '707', '708', '712']"
0.016748768472906402,"['708', '711', '707', '716', '712']"
0.01668520578420467,"['715', '711', '707', '716', '712']"
0.01668520578420467,"['715', '859', '708', '711', '707']"
0.016653424439853806,"['859', '714']"
0.01662164309550294,"['715', '859', '711', '707', '712']"
0.01662164309550294,"['715', '859', '708', '707', '712']"
0.016589861751152075,"['859', '708', '711', '707', '712']"
0.016494517718099476,"['708', '707', '716', '714', '712']"
0.01646273637374861,"['770', '762']"
0.01646273637374861,"['708', '711', '707', '716', '714']"
0.01646273637374861,"['715', '859', '708', '711', '707', '712']"
0.016430955029397745,"['760', '762']"
0.016430955029397745,"['715', '711', '707', '716', '714']"
0.016430955029397745,"['715', '708', '707', '716', '714']"
0.016399173685046876,"['715', '708', '716', '714', '712']"
0.016399173685046876,"['715', '707', '716', '714', '712']"
0.016399173685046876,"['711', '707', '716', '714', '712']"
0.01636739234069601,"['715', '708', '711', '716', '714']"
0.01636739234069601,"['708', '711', '716', '714', '712']"
0.016335610996345146,"['760', '770']"
0.01630382965199428,"['715', '711', '716', '714', '712']"
0.016240266963292546,"['715', '708', '711', '707', '716', '712']"
0.01620848561894168,"['870', '884']"
0.01598601620848562,"['884', '712']"
0.015954234864134755,"['715', '708', '707', '716', '714', '712']"
0.015922453519783886,"['708', '711', '707', '716', '714', '712']"
0.015922453519783886,"['715', '708', '711', '707', '716', '714']"
0.01589067217543302,"['715', '708', '711', '716', '714', '712']"
0.015858890831082155,"['715', '711', '707', '716', '714', '712']"
0.015763546798029555,"['859', '714', '708']"
0.015699984109327825,"['859', '714', '711']"
0.01566820276497696,"['859', '714', '712']"
0.01566820276497696,"['859', '715', '714']"
0.015541077387573494,"['859', '707', '714']"
0.015541077387573494,"['859', '715', '714', '712']"
0.01550929604322263,"['859', '714', '708', '712']"
0.01550929604322263,"['859', '715', '714', '708']"
0.015477514698871762,"['859', '715', '714', '711']"
0.015477514698871762,"['859', '714', '708', '711']"
0.015477514698871762,"['712', '859', '714', '711']"
0.015445733354520897,"['715', '708', '711', '707', '716', '714', '712']"
0.015382170665819164,"['859', '707', '714', '708']"
0.015382170665819164,"['859', '707', '714', '712']"
0.015382170665819164,"['859', '707', '715', '714']"
0.015382170665819164,"['715', '859', '708', '714', '712']"
0.015350389321468299,"['859', '708', '711', '714', '712']"
0.015350389321468299,"['859', '707', '714', '711']"
0.015350389321468299,"['715', '859', '708', '711', '714']"
0.015350389321468299,"['715', '859', '711', '714', '712']"
0.0152550452884157,"['859', '708', '707', '714', '712']"
0.0152550452884157,"['715', '859', '708', '707', '714']"
0.0152550452884157,"['715', '859', '707', '714', '712']"
0.015223263944064834,"['715', '859', '711', '707', '714']"
0.015223263944064834,"['859', '711', '707', '714', '712']"
0.015223263944064834,"['859', '708', '711', '707', '714']"
0.015223263944064834,"['715', '859', '708', '711', '714', '712']"
0.015223263944064834,"['712', '883']"
0.015191482599713969,"['928', '921']"
0.015127919911012236,"['715', '859', '708', '707', '714', '712']"
0.01509613856666137,"['715', '859', '711', '707', '714', '712']"
0.01509613856666137,"['859', '708', '711', '707', '714', '712']"
0.01509613856666137,"['715', '859', '708', '711', '707', '714']"
0.014969013189257906,"['715', '859', '708', '711', '707', '714', '712']"
0.014873669156205308,"['770', '765']"
0.014873669156205308,"['870', '883']"
0.014810106467503576,"['884', '864']"
0.014778325123152709,"['760', '765']"
0.014778325123152709,"['870', '715']"
0.014746543778801843,"['763', '765']"
0.01468298109010011,"['761', '762']"
0.014619418401398378,"['770', '763']"
0.014587637057047513,"['760', '763']"
0.014587637057047513,"['762', '763']"
0.014555855712696648,"['762', '765']"
0.014492293023994915,"['782', '783']"
0.014492293023994915,"['761', '765']"
0.014460511679644048,"['760', '761']"
0.014428730335293183,"['770', '761']"
0.014396948990942317,"['761', '763']"
0.014396948990942317,"['921', '708']"
0.01420626092483712,"['760', '770', '762']"
0.01388844748132846,"['707', '921']"
0.01388844748132846,"['876', '884']"
0.013824884792626729,"['876', '864']"
0.013793103448275862,"['870', '876']"
0.013793103448275862,"['870', '864']"
0.013761322103924997,"['921', '711']"
0.01372954075957413,"['877', '880']"
0.01372954075957413,"['876', '884', '864']"
0.013665978070872399,"['870', '859']"
0.013443508660416336,"['876', '712']"
0.013411727316065469,"['859', '716']"
0.013284601938662006,"['708', '858']"
0.013284601938662006,"['707', '858']"
0.013221039249960273,"['858', '711']"
0.013189257905609408,"['864', '712']"
0.013157476561258541,"['854', '712']"
0.013157476561258541,"['884', '715']"
0.013125695216907676,"['782', '809']"
0.013125695216907676,"['884', '864', '712']"
0.013093913872556808,"['715', '854']"
0.013062132528205943,"['715', '864']"
0.013062132528205943,"['760', '770', '765']"
0.01299856983950421,"['877', '873']"
0.01299856983950421,"['884', '715', '864']"
0.012966788495153345,"['876', '715']"
0.012935007150802478,"['770', '762', '765']"
0.012903225806451613,"['770', '762', '763']"
0.012871444462100748,"['884', '715', '712']"
0.012871444462100748,"['760', '762', '765']"
0.012807881773399015,"['782', '779']"
0.012807881773399015,"['715', '864', '712']"
0.012807881773399015,"['760', '762', '763']"
0.012807881773399015,"['859', '716', '714']"
0.012776100429048148,"['870', '884', '712']"
0.012776100429048148,"['770', '765', '763']"
0.012776100429048148,"['884', '715', '864', '712']"
0.012776100429048148,"['715', '854', '712']"
0.012776100429048148,"['870', '715', '712']"
0.012744319084697283,"['859', '716', '711']"
0.012712537740346417,"['859', '715', '716']"
0.012712537740346417,"['770', '762', '761']"
0.012712537740346417,"['859', '716', '712']"
0.012712537740346417,"['859', '716', '708']"
0.01268075639599555,"['859', '707', '716']"
0.012648975051644685,"['782', '780']"
0.012648975051644685,"['760', '761', '762']"
0.012648975051644685,"['760', '770', '763']"
0.012617193707293818,"['876', '884', '712']"
0.012617193707293818,"['779', '783']"
0.012617193707293818,"['748', '743']"
0.012617193707293818,"['859', '716', '714', '712']"
0.012617193707293818,"['859', '716', '714', '708']"
0.012617193707293818,"['876', '864', '712']"
0.012617193707293818,"['859', '715', '716', '714']"
0.012585412362942952,"['859', '715', '716', '712']"
0.012585412362942952,"['876', '715', '712']"
0.012585412362942952,"['859', '716', '714', '711']"
0.012553631018592087,"['715', '883']"
0.012553631018592087,"['859', '715', '716', '711']"
0.012553631018592087,"['859', '715', '716', '708']"
0.012553631018592087,"['859', '707', '716', '714']"
0.012553631018592087,"['876', '884', '864', '712']"
0.012553631018592087,"['859', '716', '708', '711']"
0.012553631018592087,"['859', '716', '708', '712']"
0.012553631018592087,"['762', '765', '763']"
0.012553631018592087,"['712', '859', '716', '711']"
0.012553631018592087,"['852', '854']"
0.012553631018592087,"['760', '763', '765']"
0.012553631018592087,"['884', '876', '715']"
0.01252184967424122,"['781', '780']"
0.01252184967424122,"['859', '707', '716', '711']"
0.01252184967424122,"['876', '877']"
0.01252184967424122,"['876', '715', '864']"
0.01252184967424122,"['859', '707', '716', '712']"
0.01252184967424122,"['859', '707', '716', '715']"
0.01252184967424122,"['859', '707', '716', '708']"
0.012490068329890355,"['884', '876', '715', '864']"
0.012490068329890355,"['760', '770', '761']"
0.012490068329890355,"['870', '712', '883']"
0.012490068329890355,"['715', '859', '716', '714', '712']"
0.012458286985539488,"['715', '859', '711', '716', '714']"
0.012458286985539488,"['859', '711', '716', '714', '712']"
0.012458286985539488,"['878', '871']"
0.012458286985539488,"['859', '708', '716', '714', '712']"
0.012458286985539488,"['770', '761', '765']"
0.012458286985539488,"['859', '708', '711', '716', '714']"
0.012458286985539488,"['715', '859', '708', '716', '714']"
0.012426505641188622,"['761', '762', '763']"
0.012426505641188622,"['715', '859', '708', '711', '716']"
0.012426505641188622,"['859', '708', '707', '716', '714']"
0.012426505641188622,"['760', '761', '765']"
0.012426505641188622,"['859', '707', '716', '714', '712']"
0.012426505641188622,"['761', '762', '765']"
0.012426505641188622,"['859', '708', '711', '716', '712']"
0.012426505641188622,"['870', '884', '864']"
0.012426505641188622,"['859', '711', '707', '716', '714']"
0.012426505641188622,"['715', '859', '707', '716', '714']"
0.012426505641188622,"['715', '859', '711', '716', '712']"
0.012426505641188622,"['780', '783']"
0.012426505641188622,"['715', '859', '708', '716', '712']"
0.012394724296837757,"['715', '859', '707', '716', '712']"
0.012394724296837757,"['859', '708', '711', '707', '716']"
0.012394724296837757,"['801', '797']"
0.012394724296837757,"['859', '708', '707', '716', '712']"
0.012394724296837757,"['715', '859', '711', '707', '716']"
0.012394724296837757,"['859', '711', '707', '716', '712']"
0.012394724296837757,"['715', '859', '708', '707', '716']"
0.01236294295248689,"['809', '779']"
0.01236294295248689,"['930', '873']"
0.012331161608136024,"['715', '859', '708', '711', '716', '714']"
0.012331161608136024,"['852', '712']"
0.012331161608136024,"['715', '859', '711', '716', '714', '712']"
0.012331161608136024,"['859', '708', '711', '716', '714', '712']"
0.012331161608136024,"['712', '715', '883']"
0.012331161608136024,"['715', '859', '708', '716', '714', '712']"
0.012331161608136024,"['884', '876', '715', '712']"
0.012299380263785157,"['859', '708', '711', '707', '716', '714']"
0.012299380263785157,"['715', '859', '708', '711', '716', '712']"
0.012299380263785157,"['761', '765', '763']"
0.012299380263785157,"['852', '715']"
0.012299380263785157,"['715', '859', '708', '707', '716', '714']"
0.012299380263785157,"['859', '711', '707', '716', '714', '712']"
0.012299380263785157,"['715', '859', '711', '707', '716', '714']"
0.012299380263785157,"['715', '859', '707', '716', '714', '712']"
0.012299380263785157,"['782', '781']"
0.012299380263785157,"['870', '876', '884']"
0.012299380263785157,"['859', '708', '707', '716', '714', '712']"
0.012299380263785157,"['876', '715', '864', '712']"
0.012267598919434292,"['876', '884', '715', '864', '712']"
0.012267598919434292,"['870', '876', '864']"
0.012267598919434292,"['715', '859', '711', '707', '716', '712']"
0.012267598919434292,"['715', '859', '708', '707', '716', '712']"
0.012267598919434292,"['715', '859', '708', '711', '707', '716']"
0.012267598919434292,"['859', '708', '711', '707', '716', '712']"
0.012235817575083427,"['779', '780']"
0.01220403623073256,"['870', '876', '884', '864']"
0.01220403623073256,"['873', '923']"
0.01220403623073256,"['715', '859', '708', '711', '716', '714', '712']"
0.012172254886381694,"['859', '708', '711', '707', '716', '714', '712']"
0.012172254886381694,"['760', '761', '763']"
0.012172254886381694,"['715', '859', '711', '707', '716', '714', '712']"
0.012172254886381694,"['715', '859', '708', '707', '716', '714', '712']"
0.012172254886381694,"['715', '859', '708', '711', '707', '716', '714']"
0.012140473542030827,"['770', '761', '763']"
0.012140473542030827,"['715', '859', '708', '711', '707', '716', '712']"
0.012140473542030827,"['877', '712']"
0.012140473542030827,"['884', '715', '870']"
0.012140473542030827,"['781', '783']"
0.012108692197679962,"['870', '876', '715']"
0.012108692197679962,"['877', '883']"
0.012108692197679962,"['809', '783']"
0.012108692197679962,"['870', '876', '712']"
0.012076910853329096,"['870', '715', '864']"
0.01204512950897823,"['870', '864', '712']"
0.01204512950897823,"['884', '883']"
0.01204512950897823,"['715', '859', '708', '711', '707', '716', '714', '712']"
0.01204512950897823,"['852', '715', '712']"
0.01204512950897823,"['715', '877']"
0.01204512950897823,"['884', '715', '864', '870']"
0.012013348164627364,"['876', '883']"
0.012013348164627364,"['870', '884', '864', '712']"
0.012013348164627364,"['779', '781']"
0.011981566820276499,"['852', '854', '712']"
0.011981566820276499,"['864', '883']"
0.011981566820276499,"['797', '793']"
0.011981566820276499,"['809', '781']"
0.011949785475925631,"['884', '715', '870', '712']"
0.011949785475925631,"['852', '715', '854']"
0.011949785475925631,"['809', '780']"
0.011949785475925631,"['884', '715', '883']"
0.011949785475925631,"['884', '864', '883']"
0.011918004131574766,"['870', '715', '864', '712']"
0.011886222787223899,"['870', '715', '883']"
0.011886222787223899,"['715', '884', '870', '864', '712']"
0.011886222787223899,"['712', '884', '883']"
0.011886222787223899,"['870', '876', '715', '712']"
0.011886222787223899,"['884', '876', '715', '870']"
0.011854441442873034,"['884', '715', '864', '883']"
0.011854441442873034,"['870', '876', '884', '712']"
0.011854441442873034,"['870', '877', '880']"
0.011854441442873034,"['715', '864', '883']"
0.011854441442873034,"['801', '793']"
0.011854441442873034,"['870', '865']"
0.011854441442873034,"['870', '876', '715', '864']"
0.011822660098522168,"['784', '779']"
0.011822660098522168,"['714', '858']"
0.011822660098522168,"['870', '876', '864', '712']"
0.011822660098522168,"['876', '715', '884', '870', '864']"
0.011790878754171301,"['712', '864', '883']"
0.011790878754171301,"['708', '883']"
0.011790878754171301,"['712', '884', '864', '883']"
0.011790878754171301,"['876', '884', '870', '864', '712']"
0.011790878754171301,"['884', '715', '712', '883']"
0.011759097409820436,"['715', '877', '883']"
0.011759097409820436,"['870', '708', '712']"
0.011759097409820436,"['876', '715', '883']"
0.011727316065469569,"['870', '715', '877']"
0.011727316065469569,"['712', '876', '883']"
0.011727316065469569,"['870', '715', '712', '883']"
0.011727316065469569,"['715', '877', '712']"
0.011727316065469569,"['876', '715', '884', '870', '712']"
0.011727316065469569,"['876', '884', '883']"
0.011695534721118703,"['876', '715', '870', '864', '712']"
0.011695534721118703,"['712', '715', '864', '883']"
0.011695534721118703,"['852', '715', '854', '712']"
0.011695534721118703,"['884', '715', '864', '883', '712']"
0.011663753376767838,"['876', '715', '884', '870', '864', '712']"
0.011663753376767838,"['870', '876', '883']"
0.011663753376767838,"['870', '876', '877']"
0.011663753376767838,"['876', '864', '883']"
0.011663753376767838,"['870', '877', '883']"
0.011663753376767838,"['870', '712', '711']"
0.011663753376767838,"['876', '884', '864', '883']"
0.011663753376767838,"['870', '884', '883']"
0.011663753376767838,"['712', '877', '883']"
0.011631972032416971,"['870', '881']"
0.011631972032416971,"['884', '877']"
0.011631972032416971,"['884', '876', '715', '883']"
0.011631972032416971,"['738', '835']"
0.011600190688066106,"['873', '931']"
0.011600190688066106,"['784', '782']"
0.011600190688066106,"['870', '884', '864', '883']"
0.011600190688066106,"['884', '715', '870', '883']"
0.011600190688066106,"['712', '876', '715', '883']"
0.011600190688066106,"['870', '864', '883']"
0.011600190688066106,"['870', '877', '712']"
0.011568409343715239,"['876', '715', '864', '883']"
0.011568409343715239,"['712', '876', '884', '883']"
0.011568409343715239,"['876', '884', '715', '864', '883']"
0.011568409343715239,"['877', '864']"
0.011536627999364373,"['715', '858']"
0.011536627999364373,"['870', '876', '715', '883']"
0.011536627999364373,"['870', '715', '864', '883']"
0.011536627999364373,"['715', '884', '870', '864', '883']"
0.011536627999364373,"['784', '783']"
0.011536627999364373,"['712', '715', '877', '883']"
0.011536627999364373,"['798', '793']"
0.011536627999364373,"['884', '715', '877']"
0.011504846655013508,"['784', '780']"
0.011504846655013508,"['784', '809']"
0.011504846655013508,"['884', '877', '864']"
0.011504846655013508,"['870', '884', '712', '883']"
0.011504846655013508,"['712', '876', '864', '883']"
0.011504846655013508,"['876', '884', '864', '883', '712']"
0.01147306531066264,"['876', '715', '877']"
0.01147306531066264,"['870', '876', '884', '883']"
0.01147306531066264,"['876', '715', '884', '883', '712']"
0.01147306531066264,"['760', '770', '762', '765']"
0.01147306531066264,"['870', '876', '712', '883']"
0.01147306531066264,"['870', '715', '877', '712']"
0.011441283966311775,"['884', '877', '712']"
0.011441283966311775,"['870', '884', '877']"
0.011441283966311775,"['870', '712', '864', '883']"
0.011441283966311775,"['715', '884', '870', '883', '712']"
0.011441283966311775,"['711', '883']"
0.011441283966311775,"['715', '877', '864']"
0.011441283966311775,"['884', '715', '877', '864']"
0.011441283966311775,"['870', '715', '877', '883']"
0.011441283966311775,"['884', '870', '864', '883', '712']"
0.011409502621960908,"['876', '877', '883']"
0.011409502621960908,"['884', '708']"
0.011409502621960908,"['876', '715', '884', '864', '883', '712']"
0.011409502621960908,"['870', '876', '864', '883']"
0.011409502621960908,"['876', '715', '884', '870', '883']"
0.011409502621960908,"['876', '877', '712']"
0.011409502621960908,"['876', '884', '870', '864', '883']"
0.011409502621960908,"['884', '877', '883']"
0.011409502621960908,"['876', '715', '864', '883', '712']"
0.011377721277610043,"['876', '884', '877']"
0.011377721277610043,"['876', '715', '870', '883', '712']"
0.011377721277610043,"['870', '877', '864']"
0.011377721277610043,"['784', '781']"
0.011377721277610043,"['715', '884', '870', '864', '883', '712']"
0.011377721277610043,"['870', '712', '877', '883']"
0.011377721277610043,"['870', '884', '877', '864']"
0.011377721277610043,"['884', '715', '877', '870']"
0.011377721277610043,"['884', '715', '877', '712']"
0.011377721277610043,"['864', '877', '712']"
0.011377721277610043,"['715', '870', '864', '883', '712']"
0.011377721277610043,"['770', '762', '765', '763']"
0.011345939933259178,"['876', '715', '884', '870', '864', '883']"
0.011345939933259178,"['864', '884', '877', '712']"
0.011345939933259178,"['876', '877', '864']"
0.011345939933259178,"['870', '876', '715', '877']"
0.011345939933259178,"['880', '712']"
0.011345939933259178,"['797', '798']"
0.011345939933259178,"['801', '798']"
0.011345939933259178,"['884', '715', '877', '883']"
0.011345939933259178,"['876', '715', '870', '864', '883']"
0.01131415858890831,"['794', '798']"
0.01131415858890831,"['864', '884', '877', '883']"
0.01131415858890831,"['760', '770', '762', '763']"
0.01131415858890831,"['870', '715', '877', '864']"
0.01131415858890831,"['876', '884', '870', '883', '712']"
0.01131415858890831,"['864', '877', '883']"
0.01131415858890831,"['884', '876', '715', '877']"
0.01131415858890831,"['715', '884', '870', '864', '877']"
0.01131415858890831,"['876', '884', '877', '864']"
0.011282377244557445,"['715', '870', '877', '883', '712']"
0.011282377244557445,"['876', '715', '877', '712']"
0.011282377244557445,"['884', '715', '864', '877', '712']"
0.011282377244557445,"['864', '715', '877', '712']"
0.011282377244557445,"['884', '711']"
0.011282377244557445,"['870', '884', '877', '712']"
0.011250595900206578,"['884', '715', '864', '877', '883']"
0.011250595900206578,"['712', '884', '877', '883']"
0.011250595900206578,"['870', '876', '877', '883']"
0.011250595900206578,"['870', '876', '884', '877']"
0.011250595900206578,"['876', '884', '715', '864', '877']"
0.011250595900206578,"['870', '884', '877', '883']"
0.011250595900206578,"['876', '715', '877', '883']"
0.011250595900206578,"['876', '870', '864', '883', '712']"
0.011250595900206578,"['876', '884', '870', '864', '883', '712']"
0.011250595900206578,"['864', '715', '877', '883']"
0.011250595900206578,"['876', '715', '884', '870', '883', '712']"
0.011250595900206578,"['864', '708']"
0.011250595900206578,"['870', '876', '877', '712']"
0.011250595900206578,"['876', '715', '877', '864']"
0.011218814555855713,"['794', '793']"
0.011218814555855713,"['884', '870', '864', '877', '712']"
0.011218814555855713,"['877', '708']"
0.011218814555855713,"['870', '864', '877', '712']"
0.011218814555855713,"['715', '884', '870', '877', '712']"
0.011218814555855713,"['760', '770', '765', '763']"
0.011218814555855713,"['876', '884', '877', '712']"
0.011187033211504847,"['876', '715', '884', '870', '877']"
0.011187033211504847,"['870', '876', '877', '864']"
0.011187033211504847,"['870', '864', '877', '883']"
0.011187033211504847,"['876', '884', '877', '883']"
0.011187033211504847,"['884', '715', '877', '883', '712']"
0.011187033211504847,"['712', '876', '877', '883']"
0.011187033211504847,"['864', '876', '877', '712']"
0.011187033211504847,"['876', '715', '870', '864', '883', '712']"
0.011187033211504847,"['715', '884', '870', '877', '883']"
0.011187033211504847,"['876', '715', '884', '870', '864', '883', '712']"
0.011187033211504847,"['876', '884', '870', '864', '877']"
0.011187033211504847,"['884', '870', '864', '877', '883']"
0.01115525186715398,"['715', '884', '870', '864', '877', '712']"
0.01115525186715398,"['715', '870', '864', '877', '712']"
0.01115525186715398,"['712', '864', '877', '883']"
0.01115525186715398,"['876', '884', '864', '877', '712']"
0.01115525186715398,"['858', '712']"
0.01115525186715398,"['870', '707', '712']"
0.01115525186715398,"['876', '884', '715', '877', '712']"
0.01115525186715398,"['760', '762', '765', '763']"
0.01115525186715398,"['876', '715', '870', '877', '712']"
0.01115525186715398,"['884', '864', '877', '883', '712']"
0.011123470522803115,"['877', '708', '883']"
0.011123470522803115,"['715', '870', '864', '877', '883']"
0.011123470522803115,"['864', '876', '877', '883']"
0.011123470522803115,"['859', '858']"
0.011123470522803115,"['715', '884', '870', '864', '877', '883']"
0.011123470522803115,"['870', '715', '708']"
0.011123470522803115,"['881', '712']"
0.011123470522803115,"['876', '715', '870', '877', '883']"
0.011123470522803115,"['858', '714', '711']"
0.011123470522803115,"['876', '884', '715', '877', '883']"
0.011123470522803115,"['876', '715', '870', '864', '877']"
0.011123470522803115,"['876', '715', '884', '870', '864', '877']"
0.011123470522803115,"['876', '884', '864', '877', '883']"
0.011091689178452248,"['715', '864', '877', '883', '712']"
0.011091689178452248,"['876', '884', '870', '877', '712']"
0.011091689178452248,"['760', '770', '762', '761']"
0.011091689178452248,"['876', '715', '877', '883', '712']"
0.011091689178452248,"['884', '870', '877', '883', '712']"
0.011091689178452248,"['715', '884', '864', '877', '883', '712']"
0.011091689178452248,"['876', '715', '864', '877', '712']"
0.011091689178452248,"['770', '762', '765', '761']"
0.011091689178452248,"['876', '715', '884', '864', '877', '712']"
0.011091689178452248,"['707', '715', '858']"
0.011059907834101382,"['876', '884', '870', '877', '883']"
0.011059907834101382,"['859', '714', '858']"
0.011059907834101382,"['876', '715', '864', '877', '883']"
0.011059907834101382,"['858', '859', '712']"
0.011059907834101382,"['884', '708', '712']"
0.011059907834101382,"['859', '715', '858']"
0.011059907834101382,"['876', '870', '877', '883', '712']"
0.011059907834101382,"['876', '715', '884', '864', '877', '883']"
0.011059907834101382,"['864', '711']"
0.011059907834101382,"['712', '708', '883']"
0.011059907834101382,"['716', '858']"
0.011059907834101382,"['712', '714', '858']"
0.011059907834101382,"['760', '770', '761', '765']"
0.011028126489750517,"['870', '864', '877', '883', '712']"
0.011028126489750517,"['876', '884', '877', '883', '712']"
0.011028126489750517,"['715', '708', '883']"
0.011028126489750517,"['876', '870', '864', '877', '712']"
