CustomerID,ProductID,OrderQty,OrderID
11024,922,1,62830
11024,873,1,62830
11024,877,1,62830
11025,777,1,43732
11025,781,1,51561
11025,878,1,51561
11025,865,1,51561
11025,958,1,69157
11025,881,1,69157
11026,773,1,43811
11026,779,1,55132
11026,880,1,55132
11026,860,1,55132
11026,960,1,68468
11026,934,1,68468
11026,923,1,68468
11027,774,1,43775
11027,784,1,58536
11027,880,1,58536
11027,883,1,58536
11027,712,1,58536
11027,964,1,69088
11027,923,1,69088
11027,934,1,69088
11027,873,1,69088
11028,776,1,43831
11028,779,1,57943
11028,930,1,57943
11028,873,1,57943
11028,962,1,67961
11029,774,1,43794
11029,779,1,57294
11029,711,1,57294
11029,882,1,57294
11029,962,1,70593
11029,872,1,70593
11029,870,1,70593
11030,771,1,43956
11030,780,1,62739
11030,959,1,70449
11030,712,1,70449
11031,774,1,43933
11031,781,1,62222
11031,873,1,62222
11031,961,1,70748
11031,870,1,70748
11031,872,1,70748
11032,775,1,44021
11032,780,1,64042
11032,930,1,64042
11032,921,1,64042
11032,878,1,64042
11032,871,1,64042
11032,870,1,64042
11032,873,1,64042
11032,963,1,70373
11032,712,1,70373
11033,775,1,43998
11033,781,1,63409
11033,711,1,63409
11033,978,1,70163
11033,872,1,70163
11033,712,1,70163
11033,870,1,70163
11034,773,1,43934
11034,783,1,63737
11034,960,1,70521
11034,882,1,70521
11035,775,1,43959
11035,779,1,66140
11035,978,1,70870
11035,870,1,70870
11035,872,1,70870
11036,781,1,51593
11036,708,1,51593
11037,783,1,51555
11037,930,1,51555
11037,921,1,51555
11037,878,1,51555
11037,870,1,51555
11037,871,1,51555
11037,873,1,51555
11038,778,1,43965
11038,780,1,65549
11038,959,1,70671
11039,774,1,43966
11039,780,1,66747
11039,873,1,66747
11039,876,1,66747
11039,712,1,66747
11039,965,1,70594
11039,934,1,70594
11039,923,1,70594
11039,712,1,70594
11040,779,1,55599
11040,878,1,55599
11040,874,1,55599
11041,782,1,51460
11041,878,1,51460
11041,864,1,51460
11042,780,1,51577
11042,961,1,68609
11042,715,1,68609
11043,922,1,57638
11043,712,1,57638
11043,930,1,64496
11044,778,1,44073
11044,784,1,70074
11044,930,1,70074
11044,965,1,70374
11044,872,1,70374
11044,870,1,70374
11044,883,1,70374
11045,921,1,55973
11045,928,1,55973
11045,711,1,55973
11045,713,1,69572
11046,776,1,43960
11046,964,1,69653
11046,859,1,69653
11046,707,1,69653
11046,779,1,70651
11046,876,1,70651
11047,772,1,43948
11047,960,1,70087
11047,781,1,71132
11047,876,1,71132
11048,778,1,43980
11048,978,1,70820
11048,877,1,70820
11048,783,1,73924
11048,871,1,73924
11048,870,1,73924
11048,882,1,73924
11048,712,1,73924
11049,921,1,54129
11049,930,1,54129
11049,707,1,54129
11049,922,1,69583
11049,873,1,69583
11050,777,1,44029
11050,980,1,54526
11050,878,1,54526
11050,866,1,54526
11050,959,1,71147
11050,711,1,71147
11051,712,1,74155
11051,713,1,74155
11051,928,1,74253
11051,921,1,74253
11051,711,1,74253
11052,776,1,44012
11052,784,1,51582
11052,921,1,51582
11052,930,1,51582
11052,873,1,51582
11052,968,1,58766
11052,711,1,58766
11053,784,1,51505
11053,708,1,51505
11054,771,1,43944
11054,782,1,51350
11054,880,1,51350
11054,881,1,51350
11054,957,1,59127
11054,707,1,59127
11055,778,1,43926
11055,779,1,52271
11055,930,1,52271
11055,921,1,52271
11055,708,1,52271
11055,955,1,59695
11055,872,1,59695
11055,870,1,59695
11056,777,1,44058
11056,779,1,52207
11056,870,1,52207
11056,871,1,52207
11056,882,1,52207
11056,858,1,52207
11056,955,1,59194
11056,711,1,59194
11057,778,1,44040
11057,781,1,51682
11057,955,1,58402
11057,875,1,58402
11058,774,1,44180
11058,780,1,51292
11058,880,1,51292
11058,966,1,59464
11058,708,1,59464
11058,881,1,59464
11059,872,1,52933
11059,870,1,52933
11059,712,1,52933
11059,882,1,52933
11059,870,1,54200
11059,871,1,54200
11059,928,1,54480
11060,772,1,44220
11060,779,1,51293
11060,968,1,60884
11060,872,1,60884
11060,870,1,60884
11060,707,1,60884
11061,775,1,44190
11061,781,1,51237
11061,871,1,51237
11061,870,1,51237
11061,707,1,51237
11061,957,1,60168
11062,783,1,51347
11062,878,1,51347
11062,711,1,51347
11063,784,1,51431
11063,870,1,51431
11063,871,1,51431
11063,883,1,51431
11063,712,1,51431
11064,782,1,51646
11064,871,1,51646
11065,930,1,52558
11065,873,1,52558
11065,879,1,52558
11065,922,1,74538
11065,873,1,74538
11066,930,1,59178
11066,921,1,59178
11066,873,1,59178
11066,922,1,66656
11066,711,1,66656
11067,922,1,64472
11067,873,1,64472
11067,921,1,74615
11067,930,1,74615
11067,711,1,74615
11067,858,1,74615
11068,870,1,57197
11068,872,1,57197
11068,860,1,57197
11068,870,1,62476
11068,871,1,62476
11068,921,1,67965
11068,928,1,67965
11068,878,1,67965
11068,877,1,67965
11069,772,1,44416
11069,781,1,51667
11069,954,1,59465
11070,773,1,44467
11070,783,1,51385
11070,921,1,51385
11070,930,1,51385
11070,873,1,51385
11070,877,1,51385
11070,955,1,60939
11070,934,1,60939
11070,923,1,60939
11070,873,1,60939
11071,928,1,53667
11071,873,1,53667
11071,871,1,54593
11071,870,1,54593
11071,870,1,72067
11071,872,1,72067
11071,881,1,72067
11072,771,1,44323
11072,780,1,51386
11072,878,1,51386
11072,883,1,51386
11072,954,1,60240
11072,872,1,60240
11072,870,1,60240
11073,871,1,54892
11073,870,1,54892
11073,708,1,54892
11073,883,1,54892
11073,928,1,59841
11073,921,1,59841
11073,711,1,59841
11073,870,1,64686
11073,872,1,64686
11073,712,1,64686
11074,871,1,54893
11074,870,1,54893
11074,711,1,54893
11074,928,1,57536
11074,873,1,57536
11074,877,1,57536
11074,872,1,58717
11075,778,1,44468
11075,784,1,51491
11075,967,1,60835
11075,870,1,60835
11075,872,1,60835
11076,771,1,44437
11076,779,1,51239
11076,880,1,51239
11076,967,1,60628
11077,778,1,44407
11077,781,1,51651
11077,880,1,51651
11077,969,1,60042
11077,707,1,60042
11078,923,1,52789
11078,707,1,52789
11078,860,1,52789
11078,922,1,53993
11078,877,1,53993
11078,921,1,54214
11078,929,1,54214
11078,878,1,54214
11078,932,1,54268
11078,923,1,56449
11078,934,1,56449
11078,708,1,56449
11078,930,1,57281
11078,714,1,57969
11078,874,1,57969
11078,921,1,58429
11078,928,1,58429
11078,932,1,58490
11078,714,1,58490
11078,883,1,61443
11078,873,1,62245
11078,879,1,62245
11078,923,1,62413
11078,873,1,62413
11078,867,1,67668
11078,931,1,68288
11078,708,1,68285
11078,922,1,68288
11078,872,1,73869
11078,870,1,73869
11078,876,1,75084
11079,871,1,54436
11079,870,1,65460
11079,872,1,65460
11079,712,1,65460
11079,928,1,74254
11080,778,1,44379
11080,781,1,51448
11080,930,1,51448
11080,921,1,51448
11080,955,1,60764
11080,711,1,60764
11080,714,1,60764
11081,930,1,52649
11081,873,1,52649
11081,712,1,56136
11081,922,1,56136
11081,881,1,56136
11082,782,1,51592
11082,930,1,51592
11082,960,1,70231
11082,872,1,70231
11082,870,1,70231
11082,859,1,70231
11083,779,1,51325
11083,921,1,51325
11083,930,1,51325
11083,708,1,51325
11083,965,1,70362
11084,781,1,51289
11084,873,1,51289
11084,963,1,71270
11084,872,1,71270
11084,870,1,71270
11085,930,1,72476
11085,921,1,72476
11085,708,1,72476
11085,922,1,74479
11085,713,1,74479
11086,922,1,61384
11086,715,1,61384
11086,921,1,73610
11086,930,1,73610
11086,711,1,73610
11086,858,1,73610
11087,922,1,53299
11087,879,1,53299
11087,930,1,63918
11087,873,1,63918
11088,781,1,51445
11088,878,1,51445
11088,858,1,51445
11088,962,1,70654
11088,870,1,70654
11088,872,1,70654
11088,884,1,70654
11089,878,1,51194
11089,708,1,51194
11089,784,1,51194
11089,965,1,71077
11089,711,1,71077
11089,713,1,71077
11089,875,1,71077
11090,749,1,45389
11090,783,1,51679
11090,880,1,51679
11090,858,1,51679
11090,962,1,71269
11090,712,1,71269
11091,872,1,51925
11091,870,1,51925
11091,881,1,52420
11091,923,1,54113
11091,934,1,54113
11091,858,1,54113
11091,923,1,54391
11091,877,1,54391
11091,714,1,54831
11091,859,1,54831
11091,922,1,55572
11091,933,1,55572
11091,873,1,55572
11091,922,1,55626
11091,931,1,55626
11091,873,1,55626
11091,923,1,56448
11091,708,1,56448
11091,870,1,56816
11091,922,1,57494
11091,873,1,57494
11091,928,1,59427
11091,921,1,59427
11091,873,1,59427
11091,867,1,59522
11091,873,1,60531
11091,921,1,61333
11091,929,1,61333
11091,922,1,62597
11091,933,1,62597
11091,712,1,62597
11091,881,1,62597
11091,921,1,63516
11091,928,1,63516
11091,708,1,63516
11091,713,1,63516
11091,922,1,63636
11091,931,1,63636
11091,932,1,64475
11091,922,1,64475
11091,873,1,64475
11091,707,1,66157
11091,860,1,68151
11091,876,1,68151
11091,922,1,69332
11091,933,1,69332
11091,707,1,69332
11091,930,1,70203
11091,933,1,70264
11091,873,1,70264
11091,928,1,73198
11091,873,1,73198
11091,923,1,73431
11091,873,1,73431
11091,928,1,73594
11091,873,1,73594
11091,707,1,74373
11091,932,1,74480
11091,922,1,74480
11092,775,1,44364
11092,779,1,51432
11092,878,1,51432
11092,966,1,60629
11092,872,1,60629
11093,774,1,44355
11093,784,1,51352
11093,878,1,51352
11093,711,1,51352
11093,874,1,51352
11093,955,1,59760
11093,707,1,59760
11094,928,1,55816
11094,921,1,55816
11094,877,1,64684
11094,876,1,64684
11094,871,1,74557
11094,870,1,74557
11094,884,1,74557
11094,712,1,74557
11095,778,1,44325
11095,782,1,51683
11095,871,1,51683
11095,870,1,51683
11095,882,1,51683
11095,966,1,60885
11095,708,1,60885
11096,778,1,44387
11096,783,1,53176
11096,712,1,63115
11096,957,1,63115
11097,778,1,44337
11097,783,1,54519
11097,871,1,54519
11097,955,1,62750
11097,707,1,62750
11098,928,1,52579
11098,921,1,52579
11098,884,1,63890
11098,870,1,68475
11099,772,1,44356
11099,783,1,53971
11099,871,1,53971
11099,870,1,53971
11099,883,1,53971
11099,968,1,61367
11099,870,1,61367
11099,872,1,61367
11099,882,1,61367
11100,776,1,44412
11100,780,1,54928
11100,859,1,54928
11100,880,1,54928
11100,956,1,63819
11100,872,1,63819
11100,870,1,63819
11101,772,1,44475
11101,779,1,51668
11101,876,1,51668
11101,957,1,61165
11101,872,1,61165
11101,858,1,61165
11101,870,1,61165
11102,877,1,62239
11102,928,1,67645
11102,871,1,72645
11102,870,1,72645
11102,880,1,72645
11103,778,1,44408
11103,782,1,51384
11103,870,1,51384
11103,871,1,51384
11103,884,1,51384
11103,859,1,51384
11103,955,1,59636
11103,707,1,59636
11104,773,1,44589
11104,782,1,51594
11104,930,1,51594
11104,921,1,51594
11104,967,1,60241
11104,881,1,60241
11105,773,1,44655
11105,783,1,51235
11105,957,1,59561
11105,872,1,59561
11105,877,1,59561
11106,773,1,44679
11106,782,1,51236
11106,954,1,60242
11107,776,1,44574
11107,779,1,51447
11107,878,1,51447
11107,708,1,51447
11107,966,1,60612
11107,711,1,60612
11108,775,1,44581
11108,783,1,51215
11108,930,1,51215
11108,954,1,60747
11108,711,1,60747
11109,776,1,44627
11109,784,1,51420
11109,921,1,51420
11109,930,1,51420
11109,878,1,51420
11109,876,1,51420
11109,712,1,60818
11109,954,1,60818
11110,771,1,44575
11110,783,1,54367
11110,955,1,64674
11110,870,1,64674
11110,872,1,64674
11111,771,1,44690
11111,784,1,54307
11111,871,1,54307
11111,870,1,54307
11111,712,1,54307
11111,969,1,64789
11111,934,1,64789
11111,923,1,64789
11112,775,1,44712
11112,780,1,55860
11112,878,1,55860
11112,879,1,55860
11112,954,1,65625
11112,707,1,65625
11113,871,1,52072
11113,870,1,52072
11113,708,1,52072
11113,921,1,52474
11113,928,1,52474
11113,878,1,52474
11113,877,1,56547
11114,877,1,54594
11114,871,1,62700
11114,870,1,62700
11114,707,1,62700
11114,928,1,73942
11114,921,1,73942
11114,707,1,73942
11115,928,1,52526
11115,873,1,52526
11115,877,1,73651
11115,870,1,74279
11115,871,1,74279
11115,866,1,74279
11116,928,1,54433
11116,873,1,54433
11116,870,1,61977
11116,871,1,61977
11116,707,1,61977
11116,866,1,61977
11116,877,1,68478
11117,772,1,44601
11117,780,1,51216
11117,878,1,51216
11117,871,1,51216
11117,870,1,51216
11117,712,1,51216
11117,955,1,60886
11117,708,1,60886
11118,870,1,61856
11118,871,1,61856
11118,880,1,61856
11118,877,1,61856
11118,921,1,70457
11118,928,1,70457
11118,877,1,70457
11118,877,1,75034
11119,928,1,52164
11119,873,1,52164
11119,877,1,52164
11119,714,1,71358
11120,777,1,44657
11120,783,1,56903
11120,930,1,56903
11120,921,1,56903
11120,711,1,56903
11120,859,1,56903
11120,955,1,66697
11120,934,1,66697
11120,923,1,66697
11120,880,1,66697
11121,877,1,60772
11121,928,1,65022
11121,873,1,65022
11121,877,1,65022
11121,870,1,70025
11121,871,1,70025
11122,877,1,53080
11122,871,1,61373
11122,928,1,64738
11123,921,1,56345
11123,928,1,56345
11123,877,1,56345
11123,877,1,68404
11123,871,1,75001
11123,870,1,75001
11123,708,1,75001
11123,884,1,75001
11124,772,1,44595
11124,782,1,51649
11124,871,1,51649
11124,870,1,51649
11124,956,1,60434
11124,708,1,60434
11125,877,1,52030
11125,871,1,53927
11125,870,1,53927
11125,858,1,53927
11125,928,1,61444
11125,921,1,61444
11125,873,1,61444
11126,771,1,44728
11126,983,1,56683
11126,878,1,56683
11126,873,1,56683
11126,958,1,70014
11126,923,1,70014
11126,934,1,70014
11126,873,1,70014
11127,922,1,55981
11127,930,1,67537
11127,921,1,67537
11128,922,1,60469
11128,713,1,60469
11128,930,1,64097
11128,921,1,64097
11128,871,1,64097
11128,870,1,64097
11128,711,1,64097
11129,752,1,45382
11129,784,1,51381
11130,930,1,72683
11130,873,1,72683
11131,871,1,68646
11131,712,1,68646
11131,870,1,68646
11131,930,1,71456
11131,878,1,71456
11131,921,1,72371
11131,928,1,72371
11131,923,1,73665
11131,714,1,74941
11132,783,1,55957
11132,921,1,55957
11132,930,1,55957
11132,878,1,55957
11132,871,1,55957
11132,870,1,55957
11133,930,1,74212
11133,878,1,74212
11133,871,1,74212
11133,870,1,74212
11134,773,1,44582
11134,982,1,60741
11134,963,1,70015
11135,780,1,56423
11135,871,1,56423
11135,870,1,56423
11136,782,1,51276
11136,878,1,51276
11136,865,1,51276
11137,930,1,63329
11137,873,1,63329
11137,879,1,63329
11137,922,1,74843
11137,873,1,74843
11138,922,1,66642
11138,711,1,66642
11138,930,1,74246
11138,921,1,74246
11139,712,1,66325
11139,714,1,66325
11139,928,1,68541
11140,921,1,54694
11140,930,1,54694
11141,922,1,58082
11141,711,1,58082
11141,930,1,67234
11141,921,1,67234
11141,707,1,67234
11142,873,1,52682
11142,921,1,53684
11142,929,1,53684
11142,707,1,53684
11142,708,1,56488
11142,859,1,56488
11142,934,1,56610
11142,872,1,60699
11142,870,1,60699
11142,880,1,60699
11142,932,1,62036
11142,922,1,62036
11142,711,1,62036
11142,923,1,62247
11142,707,1,62247
11142,883,1,63894
11142,923,1,66713
11142,858,1,66713
11142,715,1,66784
11142,928,1,68039
11142,921,1,68039
11142,711,1,68039
11142,868,1,72296
11142,858,1,72296
11142,922,1,72801
11142,865,1,72801
11142,931,1,72801
11142,922,1,72976
11142,932,1,72976
11142,873,1,72976
11142,876,1,73185
11142,930,1,74272
11142,921,1,74272
11142,707,1,74272
11142,922,1,74625
11142,708,1,74625
11143,930,1,60226
11143,921,1,60226
11143,873,1,60226
11143,922,1,73429
11143,873,1,73429
11144,784,1,51647
11144,880,1,51647
11144,716,1,51647
11145,784,1,51648
11145,871,1,51648
11145,870,1,51648
11146,928,1,52286
11146,921,1,52286
11146,870,1,52286
11146,871,1,52286
11146,712,1,52286
11146,882,1,63829
11146,921,1,66376
11147,778,1,44650
11147,780,1,57004
11147,878,1,57004
11147,707,1,57004
11147,954,1,68538
11147,708,1,68538
11147,859,1,68538
11148,882,1,53989
11148,921,1,70251
11148,928,1,70251
11148,873,1,70251
11148,921,1,72191
11148,707,1,72191
11149,921,1,59414
11149,873,1,59414
11149,928,1,69162
11149,712,1,71957
11150,928,1,55095
11150,921,1,55095
11150,707,1,55095
11150,860,1,55095
11150,882,1,55095
11150,921,1,59763
11150,708,1,59763
11150,712,1,62170
11151,776,1,44662
11151,784,1,56269
11151,878,1,56269
11151,873,1,56269
11151,954,1,68811
11151,712,1,68811
11152,783,1,51382
11153,930,1,55215
11153,864,1,55189
11153,921,1,55215
11153,922,1,55189
11153,873,1,55215
11154,780,1,51398
11155,779,1,51324
11156,782,1,51365
11156,921,1,51365
11156,930,1,51365
11156,880,1,51365
11157,922,1,62705
11157,873,1,62705
11157,930,1,66182
11158,779,1,51534
11158,878,1,51534
11158,882,1,51534
11159,922,1,65963
11159,873,1,65963
11159,921,1,70285
11159,930,1,70285
11159,873,1,70285
11160,779,1,53121
11160,873,1,53121
11161,930,1,59239
11161,921,1,59239
11161,871,1,59239
11161,870,1,59239
11161,922,1,70532
11161,711,1,70532
11162,782,1,52957
11162,711,1,52957
11163,922,1,57255
11163,921,1,63663
11163,930,1,63663
11163,873,1,63663
11164,922,1,56861
11164,873,1,56861
11164,921,1,63662
11164,930,1,63662
11164,865,1,63662
11164,707,1,63662
11165,922,1,58598
11165,866,1,58598
11165,930,1,59536
11166,922,1,68351
11166,708,1,68351
11166,875,1,68351
11166,921,1,72475
11166,930,1,72475
11167,783,1,51348
11167,930,1,51348
11167,964,1,71758
11167,884,1,71758
11168,784,1,51469
11168,921,1,51469
11168,930,1,51469
11168,878,1,51469
11168,873,1,51469
11168,962,1,70924
11168,708,1,70924
11169,922,1,58649
11169,708,1,58649
11169,921,1,66984
11169,930,1,66984
11169,873,1,66984
11170,930,1,64994
11170,878,1,64994
11170,873,1,64994
11170,922,1,74158
11170,707,1,74158
11170,713,1,74158
11170,712,1,74158
11171,751,1,45463
11171,782,1,51490
11171,878,1,51490
11171,871,1,51490
11171,880,1,51490
11171,963,1,70299
11171,872,1,70299
11171,870,1,70299
11172,922,1,57383
11172,708,1,57383
11172,921,1,74581
11172,930,1,74581
11172,871,1,74581
11172,870,1,74581
11172,708,1,74581
11173,930,1,53753
11173,922,1,73809
11173,865,1,73809
11174,930,1,62062
11174,921,1,62062
11174,873,1,62062
11174,922,1,62770
11174,873,1,62770
11175,751,1,45512
11175,779,1,51591
11175,878,1,51591
11175,978,1,69993
11175,923,1,69993
11175,934,1,69993
11175,870,1,69993
11175,872,1,69993
11176,933,1,52127
11176,922,1,52127
11176,711,1,52127
11176,711,1,52472
11176,858,1,52472
11176,931,1,52535
11176,928,1,52538
11176,873,1,52535
11176,921,1,52538
11176,716,1,52538
11176,930,1,52708
11176,878,1,52708
11176,875,1,52708
11176,928,1,53026
11176,876,1,53666
11176,933,1,54116
11176,873,1,54116
11176,872,1,54661
11176,870,1,54661
11176,716,1,55691
11176,922,1,55982
11176,932,1,55982
11176,707,1,55982
11176,934,1,57861
11176,923,1,57861
11176,873,1,57861
11176,933,1,60065
11176,922,1,60065
11176,873,1,60065
11176,877,1,60065
11176,873,1,60198
11176,922,1,62958
11176,873,1,62958
11176,922,1,63551
11176,860,1,63551
11176,922,1,64316
11176,932,1,64316
11176,873,1,64316
11176,870,1,65702
11176,711,1,65702
11176,711,1,66957
11176,929,1,67222
11176,873,1,67222
11176,928,1,69262
11176,921,1,69262
11176,708,1,69262
11176,713,1,69262
11176,923,1,69587
11176,711,1,69587
11176,883,1,70606
11176,712,1,70606
11176,931,1,71234
11176,923,1,74596
11176,868,1,74634
11176,716,1,74634
11176,858,1,74634
11176,922,1,74699
11176,933,1,74699
11176,873,1,74699
11176,928,1,75070
11177,922,1,55191
11177,873,1,55191
11177,930,1,68374
11177,921,1,68374
11177,707,1,68374
11177,884,1,68374
11178,922,1,53085
11178,864,1,53085
11178,708,1,53085
11178,930,1,58674
11178,921,1,58674
11178,873,1,58674
11179,930,1,54293
11179,921,1,54293
11179,878,1,54293
11179,922,1,74508
11179,711,1,74508
11179,859,1,74508
11180,922,1,54537
11180,708,1,54537
11180,930,1,67055
11180,921,1,67055
11180,858,1,67055
11180,707,1,67055
11181,930,1,57619
11181,873,1,57619
11181,922,1,61929
11182,921,1,65124
11182,930,1,65124
11182,873,1,65124
11182,922,1,74379
11182,708,1,74379
11183,922,1,57192
11183,873,1,57192
11183,930,1,60089
11183,921,1,60089
11184,930,1,63975
11184,921,1,63975
11184,878,1,63975
11184,922,1,68030
11184,873,1,68030
11185,928,1,53092
11185,921,1,53092
11185,707,1,53092
11185,716,1,53092
11185,712,1,53092
11185,933,1,54444
11185,922,1,54444
11185,873,1,54444
11185,929,1,54550
11185,921,1,54550
11185,707,1,54550
11185,921,1,57260
11185,928,1,57260
11185,934,1,58146
11185,923,1,58146
11185,872,1,58146
11185,933,1,61613
11185,922,1,61613
11185,873,1,61613
11185,922,1,61737
11185,873,1,61737
11185,922,1,62543
11185,711,1,62543
11185,881,1,63072
11185,712,1,63072
11185,870,1,63497
11185,872,1,63497
11185,708,1,63497
11185,932,1,63705
11185,873,1,63705
11185,870,1,63905
11185,708,1,63905
11185,865,1,63905
11185,707,1,64008
11185,859,1,64008
11185,922,1,64079
11185,933,1,64079
11185,708,1,64079
11185,931,1,64740
11185,921,1,66040
11185,928,1,66040
11185,877,1,66040
11185,879,1,66040
11185,707,1,67018
11185,922,1,67361
11185,933,1,67361
11185,932,1,68206
11185,922,1,68206
11185,873,1,68206
11185,868,1,69111
11185,884,1,69111
11185,923,1,69327
11185,873,1,69327
11185,877,1,69327
11185,921,1,69671
11185,928,1,69671
11185,711,1,69671
11185,923,1,71036
11185,707,1,71036
11185,873,1,71107
11185,713,1,72956
11185,930,1,74245
11185,878,1,74245
11185,707,1,74245
11185,864,1,74245
11185,922,1,75038
11185,931,1,75038
11185,882,1,75038
11186,922,1,68635
11186,930,1,74464
11186,873,1,74464
11187,922,1,55563
11187,864,1,55563
11187,930,1,63725
11187,921,1,63725
11188,921,1,69830
11188,930,1,69830
11188,707,1,69830
11188,922,1,74880
11188,873,1,74880
11189,751,1,45500
11189,783,1,52321
11189,921,1,52321
11189,930,1,52321
11189,878,1,52321
11189,875,1,52321
11190,922,1,65101
11190,873,1,65101
11190,921,1,74750
11190,930,1,74750
11191,751,1,45413
11191,779,1,51399
11191,930,1,51399
11191,921,1,51399
11191,960,1,70229
11191,712,1,70229
11191,884,1,70229
11192,922,1,60704
11192,711,1,60704
11192,921,1,67056
11192,930,1,67056
11192,708,1,67056
11193,930,1,53325
11193,922,1,64476
11193,873,1,64476
11194,930,1,54355
11194,921,1,54355
11194,873,1,54355
11194,922,1,72599
11194,707,1,72599
11194,858,1,72599
11195,922,1,56195
11195,873,1,56195
11195,921,1,68921
11195,930,1,68921
11195,711,1,68921
11195,860,1,68921
11196,873,1,53786
11196,921,1,66986
11196,930,1,66986
11196,876,1,66986
11197,930,1,57340
11197,921,1,57340
11197,873,1,57340
11197,922,1,62485
11197,873,1,62485
11197,879,1,62485
11198,922,1,52298
11198,708,1,52298
11198,858,1,52298
11198,930,1,52709
11199,922,1,54605
11199,873,1,54605
11199,930,1,68589
11199,921,1,68589
11199,878,1,68589
11199,866,1,68589
11200,933,1,52380
11200,873,1,52380
11200,879,1,52380
11200,923,1,53089
11200,858,1,53089
11200,922,1,53359
11200,881,1,53359
11200,859,1,54205
11200,711,1,54205
11200,870,1,54379
11200,872,1,54379
11200,712,1,54379
11200,928,1,54899
11200,873,1,54899
11200,928,1,55571
11200,873,1,55571
11200,871,1,56044
11200,870,1,56044
11200,880,1,56044
11200,877,1,56044
11200,881,1,57198
11200,922,1,57319
11200,931,1,57319
11200,708,1,57319
11200,930,1,57884
11200,922,1,60395
11200,860,1,60565
11200,714,1,60565
11200,931,1,62593
11200,933,1,62961
11200,922,1,62961
11200,708,1,63431
11200,859,1,63431
11200,713,1,63431
11200,932,1,64255
11200,873,1,64255
11200,934,1,65038
11200,923,1,65038
11200,708,1,65038
11200,932,1,66215
11200,922,1,66215
11200,708,1,66215
11200,933,1,67219
11200,928,1,67508
11200,921,1,67508
11200,714,1,67508
11200,870,1,67868
11200,928,1,68833
11200,933,1,70329
11200,923,1,73353
11200,708,1,73353
11200,929,1,74516
11200,921,1,74516
11200,879,1,74516
11200,873,1,74855
11201,930,1,61351
11201,878,1,61351
11201,707,1,61351
11201,922,1,66032
11201,708,1,66032
11201,715,1,66032
11202,922,1,66383
